pair_id,query_id,product_id,raw_response,gpt_score,rationale,parse_status,model_label,run_date,relevance,query,title,brand
49829_B01MU72B43,49829,B01MU72B43,"{""score"": 2, ""rationale"": ""Cotton men's boxer matches material and gender but does not feature a heart design.""}",2,Cotton men's boxer matches material and gender but does not feature a heart design.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:38:38.377323+00:00,2,heart boxers for men cotton,"NAUTICA Men's Classic Cotton Loose Knit Boxer,Nautica Red,Large",Nautica
62517_B07C7266YK,62517,B07C7266YK,"{""score"": 2, ""rationale"": ""It's a toy box matching the function but not the specific Lil' Tykes brand requested.""}",2,It's a toy box matching the function but not the specific Lil' Tykes brand requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:41:13.614759+00:00,3,lil tykes toy box,"Step2 2-in-1 Toy Box & Art Lid | Plastic Toy & Art Storage Container, Grey",Step2
4903_B08YJC2JN8,4903,B08YJC2JN8,"{""score"": 2, ""rationale"": ""Contains mixed‑color 6‑sided dice but not specifically black dice.""}",2,Contains mixed‑color 6‑sided dice but not specifically black dice.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:43:28.985788+00:00,2,6 sided dice black,AUSTOR 35 Pieces Dices 6 Sided Polyhedral Dice Set Mixed Color 6 Sides Dice Assortment with a Black Velvet Storage Bag for DND RPG MTG Table Games,AUSTOR
7839_B08GYGKFWC,7839,B08GYGKFWC,"{""score"": 1, ""rationale"": ""The product is a cymbal expansion accessory compatible with the Forge kit, not the drum kit itself.""}",1,"The product is a cymbal expansion accessory compatible with the Forge kit, not the drum kit itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:47:20.366496+00:00,1,alesis forge drum kit,"Alesis Turbo Cymbal Expansion Set: 10 Inch Cymbal, Cymbal Arm, Rack Clamp and 10ft TRS Cable (19 inch Cymbal Arm)",Alesis
21887_B00YBNSMKC,21887,B00YBNSMKC,"{""score"": 3, ""rationale"": ""The product is instant camera film, directly matching the query for camera film.""}",3,"The product is instant camera film, directly matching the query for camera film.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:50:27.708349+00:00,1,camera film,"Fujifilm Instax Mini 100 Film for Fuji 7S 8 25 50S 90 300 Instant Camera, Share SP-1 White, Pack of 5",Fujifilm
12260_B07L5R293H,12260,B07L5R293H,"{""score"": 3, ""rationale"": ""Product is a baby-sized Under Armour girls tee set, directly matching the query.""}",3,"Product is a baby-sized Under Armour girls tee set, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:53:16.964224+00:00,0,baby underarmour girl,"Under Armour Girls Most Valuable Player Tee Set, Pinkadelic F19, 0/3M",Under Armour
52588_B07VF49KMP,52588,B07VF49KMP,"{""score"": 3, ""rationale"": ""The product is a 4T ice cream-themed T‑shirt, directly matching the query.""}",3,"The product is a 4T ice cream-themed T‑shirt, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:56:01.233657+00:00,3,ice cream 4t shirt,"Crayola Children's Apparel Girls' Toddler Short Sleeve Graphic Crewneck T-Shirt Tee, White/Ice Cream, 4T",Crayola Children's Apparel
91447_B01J2PTI7Y,91447,B01J2PTI7Y,"{""score"": 3, ""rationale"": ""The product is a hidden flask designed to conceal alcohol, directly matching the query.""}",3,"The product is a hidden flask designed to conceal alcohol, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:59:09.520885+00:00,0,secret alcohol container,"Cruise Flask Hidden Flask - Sunscreen and Tanning Lotion Set - Includes 2 8oz Tubes, Funnel, 10 Seals, and 1 Free 32oz (Sunscreen and Tanning Lotion Set)",Cruise Flask
23970_B00GTK94LQ,23970,B00GTK94LQ,"{
  ""score"": 0,
  ""rationale"": ""The product is a cadence sensor, not a mount, so it does not match the query.""
}",0,"The product is a cadence sensor, not a mount, so it does not match the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:00:52.346008+00:00,1,cateye strada cadence mount,CATEYE - ISC-12 Bluetooth Speed and Cadence Sensor,CAT EYE
48591_B07X3L6QRC,48591,B07X3L6QRC,"{""score"": 3, ""rationale"": ""It's a front door sign that includes interchangeable Halloween magnets, directly matching the query.""}",3,"It's a front door sign that includes interchangeable Halloween magnets, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:03:43.691258+00:00,3,halloween front door sign,"Bigtime Signs Welcome to Our Home - Black Wood Grain Print Door & Wall Decor 8 Interchangeable Holiday Magnets Halloween, Easter, Fall, Christmas, Valentines - Porch Hanging Plaque Decoration",Bigtime Signs
31549_B09B6QGJPM,31549,B09B6QGJPM,"{""score"": 3, ""rationale"": ""Product is a queen fitted sheet in denim (dark) blue, directly matching the query.""}",3,"Product is a queen fitted sheet in denim (dark) blue, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:07:07.906669+00:00,3,dark blue fitted sheet queen,"YIYEA Hotel Luxury Queen Fitted Sheet-1800 Thread Count Extra Soft Microfiber-Eco Friendly 16"" Premium Queen Bed Sheet Breathable Softness-Denim Blue",YIYEA
54641_B07GZ2JXDH,54641,B07GZ2JXDH,"{""score"": 1, ""rationale"": ""The product is a case, an accessory, not the iPhone XS Max itself.""}",1,"The product is a case, an accessory, not the iPhone XS Max itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:09:11.064303+00:00,1,iphone xs max,Shamo's Case for iPhone Xs MAX Clear Transparent Cover TPU Shock Absorption Rubber Gel Soft,Shamo's
34036_B07567P7Q8,34036,B07567P7Q8,"{""score"": 2, ""rationale"": ""Both are DJI drones, but the product is a Mavic Pro, not the requested Air 2 model.""}",2,"Both are DJI drones, but the product is a Mavic Pro, not the requested Air 2 model.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:12:06.243767+00:00,2,dji air 2,"DJI Mavic Pro Platinum, Fly More Combo",DJI
99284_B07D17VXFJ,99284,B07D17VXFJ,"{""score"": 3, ""rationale"": ""Exact match: Suntuf polycarbonate roof panel product.""}",3,Exact match: Suntuf polycarbonate roof panel product.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:14:37.050689+00:00,3,suntuf polycarbonate roof panels,Suntuf 26 in. x 6 ft Solar Control Silver Polycarbonate Roof Panel,Suntuf
98273_B07F28KNG1,98273,B07F28KNG1,"{
  ""score"": 2,
  ""rationale"": ""A decorative shelf could serve as living room decor, but it lacks the stoner theme requested.""
}",2,"A decorative shelf could serve as living room decor, but it lacks the stoner theme requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:17:23.553614+00:00,1,stoner living room decor,"BAYKA Bedroom Decor, Living Kitchen Storage Wall Mounted Rustic Wood Floating Shelves for Kids Books, Small Shelf for Bathroom, Office, Laundry Room, 3 Count",BAYKA
50919_B07PMDTHL4,50919,B07PMDTHL4,"{""score"": 2, ""rationale"": ""Hologram jacket matches the style but lacks a hood, so it's a plausible substitute, not an exact match.""}",2,"Hologram jacket matches the style but lacks a hood, so it's a plausible substitute, not an exact match.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:20:51.702897+00:00,2,holographic hoodie,Seevy Hologram Iridescent Transparent Mesh Sun Protection Jacket Purple,Seevy
101108_B0787DZDHT,101108,B0787DZDHT,"{""score"": 1, ""rationale"": ""The product is a door lock accessory that could be used on a teardrop trailer door, but it is not the door itself.""}",1,"The product is a door lock accessory that could be used on a teardrop trailer door, but it is not the door itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:24:10.212041+00:00,1,teardrop trailer door,RV Travel Trailer Entry Door Lock Polar Black Paddle Deadbolt,Leisure Locks
51025_B0861BY9PJ,51025,B0861BY9PJ,"{""score"": 3, ""rationale"": ""The product is embroidery thread specifically marketed for home sewing and embroidery projects.""}",3,The product is embroidery thread specifically marketed for home sewing and embroidery projects.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:26:09.418572+00:00,1,home sewing and embroidery,Set of 4 Embroidery Thread Light Cyan Turquoise Teal Polyester Huge Spool 3608 Yards (3300M) Each for Home Embroidery and Sewing Machines – ACRAFT,ACRAFT
109347_B0002SJ1K0,109347,B0002SJ1K0,"{""score"": 1, ""rationale"": ""The item is a clipper blade accessory compatible with Sterling clippers, not the Sterling 4 clipper itself.""}",1,"The item is a clipper blade accessory compatible with Sterling clippers, not the Sterling 4 clipper itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:28:33.631621+00:00,1,wahl sterling 4,"Wahl Professional 3 Hole Adjusto-Lock (1mm - 3mm) Clipper Blade for the Designers, Cordless Designer, Senior, Vacuum, Pilot, some Sterling clippers for Professional Barbers and Stylists - Model 1005",Wahl Professional
75925_B07PLXKSSW,75925,B07PLXKSSW,"{""score"": 0, ""rationale"": ""Product is gold dot printed faux leather, not orange and white polka dot fabric.""}",0,"Product is gold dot printed faux leather, not orange and white polka dot fabric.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:31:43.987843+00:00,2,orange and white polka dot fabric,"David accessories PU Lychee Faux Leather Sheets Gold Dot Printed Synthetic Leather Fabric 7Pcs 7.7"" x 12.9"" (20cm x 33 cm) for DIY Earrings Making Craft Projects (Gold Dot Printed Leather)",David accessories
3371_B00009W5KJ,3371,B00009W5KJ,"{""score"": 2, ""rationale"": ""It's a tweeter but size not specified, so not a direct 3‑inch match.""}",2,"It's a tweeter but size not specified, so not a direct 3‑inch match.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:34:55.155334+00:00,2,3 inch tweeters for car stereo,Power Acoustik NB-1 200-Watt 2-Way Mount Tweeters,Power Acoustik
99087_B01FKWDTK0,99087,B01FKWDTK0,"{""score"": 2, ""rationale"": ""Author matches but the title is unrelated to 'summer'""}",2,Author matches but the title is unrelated to 'summer',valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:38:01.783058+00:00,2,summer edith wharton,The Custom of the Country (Everyman's Library Classics & Contemporary Classics) by Edith Wharton (1994-10-04),
24803_B08CZ67W4K,24803,B08CZ67W4K,"{""score"": 0, ""rationale"": ""The product is lipstick and makeup charms, unrelated to Chanel Crocs Jibbitz.""}",0,"The product is lipstick and makeup charms, unrelated to Chanel Crocs Jibbitz.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:41:49.026063+00:00,3,chanel jibbitz for crocs women,"MANLOUFUSHI 13pcs Mixed Women Lipstick, Perfume Makeup Charms for Women Girl Hot Fashion Charm Pendants for Jewelry Making",MANLOUFUSHI
73183_B07M6SR7PX,73183,B07M6SR7PX,"{""score"": 0, ""rationale"": ""The product is a Christmas movie, not related to New Year's Eve.""}",0,"The product is a Christmas movie, not related to New Year's Eve.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:42:18.195625+00:00,0,new years eve movie,A Royal Christmas Ball,
62194_B00114LGSE,62194,B00114LGSE,"{""score"": 2, ""rationale"": ""Provides a Lifetime table but lacks the chairs requested.""}",2,Provides a Lifetime table but lacks the chairs requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:45:12.582561+00:00,1,lifetime table and chairs,"Lifetime 42901 Folding Utility Table, 6 Feet, White, Pack of 4",Lifetime
17361_B071XH34JV,17361,B071XH34JV,"{""score"": 3, ""rationale"": ""The product is a navy blue curtain panel exactly 84 inches long, directly matching the query.""}",3,"The product is a navy blue curtain panel exactly 84 inches long, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:48:14.987811+00:00,2,blue curtains 84 inch length,"Sun Zero Reardon Distressed Global Tile Print Grommet Curtain Panel, 54"" x 84"", Navy Blue",Sun Zero
51699_B07PBWFCDV,51699,B07PBWFCDV,"{""score"": 0, ""rationale"": ""The product is a laptop, not a protective shell or accessory for an HP Envy.""}",0,"The product is a laptop, not a protective shell or accessory for an HP Envy.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:49:21.403827+00:00,1,hp envy shell,"HP Envy Urban, Grey, 15.6""",HP
96996_B07Q2SX3MR,96996,B07Q2SX3MR,"{""score"": 0, ""rationale"": ""The product is a car seat cushion, not a Sport King truck seat cover.""}",0,"The product is a car seat cushion, not a Sport King truck seat cover.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:52:33.817200+00:00,1,sport king seat covers for trucks,Dreamer Car Seat Cushion for Car Seat Driver to Improve Driving View - Memory Foam Wedge Shape Car Pillow for Driving Seat to Promote Healthy Driving Posture (Black),Dreamer Car
111286_B08NX4T94B,111286,B08NX4T94B,"{""score"": 2, ""rationale"": ""Same style and gender, but color does not match the requested white.""}",2,"Same style and gender, but color does not match the requested white.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:54:16.344619+00:00,2,white shades glasses for women,Rectangle Sunglasses for Men/Women Small Rimless Square Shade Eyewear (Black),Hycredi
62495_B08LQTGGQN,62495,B08LQTGGQN,"{""score"": 2, ""rationale"": ""The item is home decor, but does not directly match the specific 'liilispoetic' query.""}",2,"The item is home decor, but does not directly match the specific 'liilispoetic' query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:57:49.856998+00:00,0,liilispoetic home,"Vintage Goth Home Decor - Nude Naked Witch on Broomstick Wall Art - Creepy Spooky Halloween Gift for Witchcraft, Wicca, Wiccan, Occult Fan - 8x10 Retro Poster Picture Print",Yellowbird Art & Design
67570_B076PNZTHC,67570,B076PNZTHC,"{""score"": 1, ""rationale"": ""The product is a replacement lens, an accessory for Dragon Alliance NFX goggles, not the goggles themselves.""}",1,"The product is a replacement lens, an accessory for Dragon Alliance NFX goggles, not the goggles themselves.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:00:42.245967+00:00,1,mens dragon alliance nfx2,Dragon NFX Snow Goggle Replacement Lens (NFX/Amber Luma 35% VLT),Dragon Alliance
51686_B074KTXNZF,51686,B074KTXNZF,"{""score"": 1, ""rationale"": ""The item is a compatible toner cartridge, an accessory rather than the requested HP ColorJet MFP printer.""}",1,"The item is a compatible toner cartridge, an accessory rather than the requested HP ColorJet MFP printer.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:04:18.561713+00:00,1,hp color jet mfp m281cdw,"HP 202A | CF501A | Toner-Cartridge | Cyan | Works with HP LaserJet Pro M254, M281cdw, M281dw, M281fdw",HP
75849_B085N8K9MS,75849,B085N8K9MS,"{""score"": 3, ""rationale"": ""The product is an Oppo mobile phone, directly matching the query.""}",3,"The product is an Oppo mobile phone, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:08:11.749310+00:00,3,oppo mobail,"Original Oppo Find X2 Pro 12G+256GB 5G Mobile Phone Snapdragon 865 Android 10 6.7"" OLED 120HZ 48.0MP 65W Charger Global Warranty Cellphone by-（Real Star Technology） (Orange (Vegan Leather) 12+256gb)",OPPO Dealer
18485_B0871MDP5R,18485,B0871MDP5R,"{""score"": 1, ""rationale"": ""The item is a motor accessory for a Boosted Board, not the board itself.""}",1,"The item is a motor accessory for a Boosted Board, not the board itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:10:56.122375+00:00,0,boosted board,IWONDER Original Boosted Board V3 Motor Brushless Belt Electric Skateboard Motor for Boosted Board Aftersale Motor,IWONDER
66396_B00A01BBCA,66396,B00A01BBCA,"{""score"": 3, ""rationale"": ""Product title includes both 'Matrix' and 'Black+Decker', directly matching the query.""}",3,"Product title includes both 'Matrix' and 'Black+Decker', directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:13:19.501799+00:00,3,matrix black and decker,BLACK+DECKER Matrix Jig Saw Attachment For Cordless Drill (BDCMTJS),BLACK+DECKER
60478_B00E97HEW2,60478,B00E97HEW2,"{""score"": 0, ""rationale"": ""The product is an indoor office swivel chair, not a arm‑less lawn chair.""}",0,"The product is an indoor office swivel chair, not a arm‑less lawn chair.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:16:30.752064+00:00,2,lawn chair without arms,Flash Furniture Mid-Back Black Quilted Vinyl Swivel Task Office Chair,Flash Furniture
7522_B07ZZG8DH7,7522,B07ZZG8DH7,"{
  ""score"": 0,
  ""rationale"": ""The product is a protective case for the AirPods Pro charging case, not the earbuds without a case.""
}",0,"The product is a protective case for the AirPods Pro charging case, not the earbuds without a case.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:19:10.315153+00:00,1,airpod pro without charging case,"BRG Compatible with Airpods Pro Case,Soft Silicone Skin Case Cover Shock-Absorbing Protective Case with Keychain [Front LED Visible] (Black)",BRG
105701_B00FSDBFD0,105701,B00FSDBFD0,"{
  ""score"": 2,
  ""rationale"": ""It's a genuine Toyota emblem that fits Tundra models, but not specified as a black‑out version.""
}",2,"It's a genuine Toyota emblem that fits Tundra models, but not specified as a black‑out version.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:23:41.904715+00:00,0,tundra black out emblems,TOYOTA Genuine 75311-0C030 Emblem,TOYOTA
102547_B07FQW9K4R,102547,B07FQW9K4R,"{""score"": 3, ""rationale"": ""The query (misspelled) refers to a throttle cable, and the product is a universal motorcycle throttle cable kit.""}",3,"The query (misspelled) refers to a throttle cable, and the product is a universal motorcycle throttle cable kit.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:27:17.110938+00:00,1,theottle cable,Venhill U01-4-101-BK Universal Motorcycle Throttle Cable Kit - 5mm OD,Venhill
99601_B07X8HYQR4,99601,B07X8HYQR4,"{""score"": 1, ""rationale"": ""The product is a compatible band, an accessory, not the Versa 2 device itself.""}",1,"The product is a compatible band, an accessory, not the Versa 2 device itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:30:10.489960+00:00,1,sversa 2,"Coperr 4 Packs Bands Compatible with Fitbit Versa/Fitbit Versa 2/Fitbit Versa Lite for Women Men, Narrow Slim Soft Silicone Replacement Wristband for Fitbit Versa Smart Watch with Buckle Design",Coperr
5689_B01HFFXLNA,5689,B01HFFXLNA,"{""score"": 0, ""rationale"": ""The product is a graphic T‑shirt, not a vintage jean jacket or related item.""}",0,"The product is a graphic T‑shirt, not a vintage jean jacket or related item.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:31:43.712891+00:00,0,"I would buy a vintage jean jacket, with a shearling lined interior. ",Currently Unsupervised Novelty Graphic Sarcastic Funny T Shirt XL Black,Feelin Good Tees
71400_B07MK2284T,71400,B07MK2284T,"{""score"": 3, ""rationale"": ""Exact match: Mud Pie sponge holder product.""}",3,Exact match: Mud Pie sponge holder product.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:34:59.051358+00:00,3,mud pie sponge holder,"Mud Pie Give Me A Squeeze Sponge Caddy, 3"" x 3"", White",Mud Pie
46616_B06XGFN6J6,46616,B06XGFN6J6,"{""score"": 2, ""rationale"": ""The product is a golf travel bag, matching part of the query, but lacks the requested stopper pole.""}",2,"The product is a golf travel bag, matching part of the query, but lacks the requested stopper pole.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:36:40.138544+00:00,3,golf travel bag stopper pole,Bag Boy T-750 Wheeled Travel Cover Black/Charcoal,Bag Boy
74705_B00MFAOWJ8,74705,B00MFAOWJ8,"{""score"": 2, ""rationale"": ""It's a Numi tea with rose notes but not the specific white rose tea requested.""}",2,It's a Numi tea with rose notes but not the specific white rose tea requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:42:18.625715+00:00,3,numi white rose tea,"Numi Organic Tea Three Roots, 12 Count Box of Tea Bags Turmeric Tea, Pack of 3",Numi
50268_B01LZWO8T2,50268,B01LZWO8T2,"{""score"": 2, ""rationale"": ""Product is a generic hanging hook set, not the specific 'Hercules' brand requested.""}",2,"Product is a generic hanging hook set, not the specific 'Hercules' brand requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:46:04.064017+00:00,2,hercules hooks for hanging,"24pc Set ALAZCO Super Hooks - Hang Pictures Mirrors Clocks Wall Art Without Any Tool, Hammer, Nails or Drilling! Excellent Quality!",ALAZCO
34582_B0002PXXFM,34582,B0002PXXFM,"{
  ""score"": 2,
  ""rationale"": ""It's a dog toy but not a pig‑head shaped one, so it's a plausible substitute rather than an exact match.""
}",2,"It's a dog toy but not a pig‑head shaped one, so it's a plausible substitute rather than an exact match.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:46:05.425732+00:00,2,dog toy pig head,Charming Pet Cuddle Tugs Dog Toys,Charming Pet
107496_B01LPNKGGI,107496,B01LPNKGGI,"{""score"": 0, ""rationale"": ""The item is a controller, not a used Xbox console as requested.""}",0,"The item is a controller, not a used Xbox console as requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:49:43.841480+00:00,1,used xboxes,"Microsoft 4N6-00001 Xbox Controller + Cable for Windows, Black",Microsoft
72811_B07MDCSV7D,72811,B07MDCSV7D,"{""score"": 3, ""rationale"": ""Matches a neon pink plus-size top""}",3,Matches a neon pink plus-size top,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:53:05.413579+00:00,3,neon pink top plus size,"Gildan Men's Ultra Cotton T-Shirt, Style G2000, 2-Pack, Safety Pink, 3X-Large",Gildan
64479_B00YTFDIQ0,64479,B00YTFDIQ0,"{""score"": 3, ""rationale"": ""Product is an M23 wheel, directly matching the query.""}",3,"Product is an M23 wheel, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:55:34.745662+00:00,0,m23 for cars,"MSA OFFROAD WHEELS M23 BATTLE Flat Black Wheel with Painted and Chromium (hexavalent compounds) (14 x 7. inches /4 x 112 mm, 10 mm Offset)",MSA OFFROAD WHEELS
42291_B07BTSGQQG,42291,B07BTSGQQG,"{""score"": 0, ""rationale"": ""The mug is a grammar joke, unrelated to birds or foul language.""}",0,"The mug is a grammar joke, unrelated to birds or foul language.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:57:06.277650+00:00,3,foul language bird coffee mug,"Wampumtuk Grammar I Before E, Except After C and Also When You Heinously, Weird 11 Ounces Funny Coffee Mug",Wampumtuk
60122_B000WNL5QS,60122,B000WNL5QS,"{""score"": 1, ""rationale"": ""Product is just a pinata stick, not the large pinata requested.""}",1,"Product is just a pinata stick, not the large pinata requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:00:06.869022+00:00,1,large pinata with stick,Plastic Multicolor Fringed Pinata Stick,Unique
14328_B07QW563YZ,14328,B07QW563YZ,"{""score"": 1, ""rationale"": ""The product is a water feeder accessory for a bearded dragon terrarium, not the tank itself.""}",1,"The product is a water feeder accessory for a bearded dragon terrarium, not the tank itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:04:14.240772+00:00,1,bearded dragon tank,SLSON Reptile Water Feeder Automatic Water Dispenser Waterer 13.5Oz Feeding Accessories for Turtle Bearded Dragons Lizards Geckos for Terrarium Tank,SLSON
26265_B07BV7R9F8,26265,B07BV7R9F8,"{""score"": 2, ""rationale"": ""It's a descaling solution but not the CIF brand, so a plausible substitute.""}",2,"It's a descaling solution but not the CIF brand, so a plausible substitute.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:06:35.642132+00:00,2,cif descaler,"Keurig Descaling and Maintenance Kit by AMC - Includes 14 Ounce Descaling Solution, 10 Keurig Rinse Pods & 2 Replacement Water Filters",BOTARO
48187_B076FYJXGN,48187,B076FYJXGN,"{""score"": 2, ""rationale"": ""It's a hand cream but not the specific H20 hand and nail cream requested.""}",2,It's a hand cream but not the specific H20 hand and nail cream requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:08:58.108871+00:00,0,h20 hand and nail cream,"Eucerin Advanced Repair Hand Cream, Lotion for Very Dry Skin Use After Washing with Hand Soap, Fragrance Free, 8.1 Ounce (Pack of 3)",Eucerin
19619_B01N7TW187,19619,B01N7TW187,"{
  ""score"": 2,
  ""rationale"": ""Both are self‑help/spiritual books, but the product is not the requested title.""
}",2,"Both are self‑help/spiritual books, but the product is not the requested title.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:11:53.567857+00:00,0,breaking the habit of being yourself,Chakra Healing: A Beginner's Guide to Self-Healing Techniques that Balance the Chakras,
17509_B0797GW888,17509,B0797GW888,"{""score"": 0, ""rationale"": ""The product is a purple hair brush, not related to blue wet and wavy hair.""}",0,"The product is a purple hair brush, not related to blue wet and wavy hair.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:13:49.945213+00:00,1,blue wet and wavy hair,"Wet Brush Original Detangler Hair Brush - Purple - Exclusive Ultra-soft IntelliFlex Bristles - Glide Through Tangles With Ease For All Hair Types - For Women, Men, Wet And Dry Hair",Wet Brush
57532_B07NRXM6TH,57532,B07NRXM6TH,"{""score"": 1, ""rationale"": ""The item is a phone charger, which is an accessory, not the requested KFC phone.""}",1,"The item is a phone charger, which is an accessory, not the requested KFC phone.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:18:01.307192+00:00,0,kfc phone,"HZONE Kindle Fire Fast Charger, (UL Listed) AC Adapter 2A Rapid Charger with 5.0 Ft Micro-USB Cable Compatible with Fire 7 8 10 Tablet, HDX 6"" 7"" 8.9"" 9.7"" and Phone, Tab Power Supply Cord, Black",HZONE
52213_B01FVW3EXG,52213,B01FVW3EXG,"{""score"": 2, ""rationale"": ""Spout lid for a different brand, not a straw lid, but serves a similar bottle‑lid function.""}",2,"Spout lid for a different brand, not a straw lid, but serves a similar bottle‑lid function.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:20:09.034454+00:00,1,hydrapeak water bottle straw lid 40oz,"Takeya Originals Bottle Spout Lid, Black",Takeya
60945_B075XLRHNQ,60945,B075XLRHNQ,"{""score"": 3, ""rationale"": ""Product is an LED vanity mirror light specifically designed for makeup use.""}",3,Product is an LED vanity mirror light specifically designed for makeup use.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:22:27.055759+00:00,3,led light makeup,"Chende LED Vanity Mirror Lights, 11.53ft Hollywood Make Up Light for Vanity Stick on, 10 Large Daylight Dimmable Bulbs with AC Adapter, for Makeup Vanity Table & Bathroom Mirror, Mirror Not Included",Chende
107980_B07DLPDZH5,107980,B07DLPDZH5,"{""score"": 0, ""rationale"": ""The product is a cup drying rack, not a vase with openings at both ends.""}",0,"The product is a cup drying rack, not a vase with openings at both ends.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:26:48.235424+00:00,0,vases open on both ends,"Marbrasse Retractable Cup Drying Rack, Drinking Glass and Sports Bottle Drainer Stand, Plastic Bag Dryer and Mug Tree with Non-Slip Bottom for Kitchen Countertop",Marbrasse
46976_B00Y2862VC,46976,B00Y2862VC,"{""score"": 2, ""rationale"": ""Graco car seat but not the requested Forever model""}",2,Graco car seat but not the requested Forever model,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:27:53.692919+00:00,2,graco for ever car seat,"GRACO Nautilus 65 LX 3in1 Harness Booster Car Seat, Matrix",GRACO
925_B00FL8LL7M,925,B00FL8LL7M,"{""score"": 0, ""rationale"": ""The product is fire pit glass, not craft marbles.""}",0,"The product is fire pit glass, not craft marbles.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:30:39.774192+00:00,0,"1"" craft marbles glass","Hiland RGLASS-BB Pit Fire Glass i n Bahama Blend, Extreme Tempature Rating, Good for Propane or Natural Gas, 10 Pounds, 10 lb",Hiland
